A1_playerId,A1_actionId,C_actionId,B1_actionId,phase,n_context,p_b_given_a_context_mean,p_b_given_a_context_std,p_win_given_abc_mean,p_win_given_abc_std,p_win_given_abc_min,p_win_given_abc_max
0,1,14,5,receive,3,0.11544526341882937,0.008079137417625613,0.18228636137750684,0.007374428364433532,0.1769988470015997,0.19071058891791387
0,1,14,6,receive,3,0.24072524228533557,0.016212895679398813,0.15471084864453735,0.011108356088580693,0.14736632981507916,0.16749019910764784
0,1,14,7,receive,3,0.0037302744468913226,0.00018144875026727204,0.15506313882171077,0.011124860720451364,0.14770765395340707,0.16786147102920285
0,1,14,8,receive,3,0.0031204163060093073,8.641586418369183e-05,0.3407108657439024,0.02777544705042638,0.3232131219878174,0.3727373487845155
0,1,14,9,receive,3,0.006862855939596064,0.0005806729076219227,0.3162008134040293,0.022865638300898945,0.3015844461161259,0.3425512860486859
0,1,14,10,receive,3,0.015340881224420672,0.0003704217341776509,0.29409998941432525,0.007883595997843986,0.28771026855914594,0.30290997997414576
0,1,14,11,receive,3,0.006338186301024747,0.00021096208131260628,0.294110326032002,0.0045492702694772975,0.28975749264311307,0.2988334054644588
0,1,14,12,receive,3,0.05524512179591092,0.0003255306154370572,0.279493956805242,0.00243399235311729,0.27670337769416053,0.2811787631023197
0,1,14,13,receive,3,0.23473776754565978,0.011140849995292844,0.3175934339000647,0.006807015729810068,0.3101086127456054,0.3234139571691858
0,1,14,14,receive,3,0.002316456500548618,7.932805128881947e-05,0.3703844315537075,0.010360081505457256,0.36319158725337586,0.38225904988136916
0,4,1,1,receive,3,0.12213204261330313,0.006918156309580101,0.3426340419198975,0.28735314631400993,0.010854352016184995,0.512199308222851
